"ITTER107"	"TIPO_DATO15"	"SEXISTAT1"	"ETA1"	"TIME"	"Value"	"Flag Codes"
"015062"	"JAN"	"9"	"TOTAL"	"2018"	1244	
"018037"	"JAN"	"9"	"TOTAL"	"2018"	771	
"017040"	"JAN"	"9"	"TOTAL"	"2018"	858	
"024027"	"JAN"	"9"	"TOTAL"	"2018"	292	
"064022"	"JAN"	"9"	"TOTAL"	"2018"	13	
"005024"	"JAN"	"9"	"TOTAL"	"2018"	75	
"039006"	"JAN"	"9"	"TOTAL"	"2018"	1317	
"061023"	"JAN"	"9"	"TOTAL"	"2018"	47	
"067010"	"JAN"	"9"	"TOTAL"	"2018"	30	
"022045"	"JAN"	"9"	"TOTAL"	"2018"	8	
"037013"	"JAN"	"9"	"TOTAL"	"2018"	134	
"020014"	"JAN"	"9"	"TOTAL"	"2018"	705	
"023021"	"JAN"	"9"	"TOTAL"	"2018"	1279	
"094009"	"JAN"	"9"	"TOTAL"	"2018"	29	
"066026"	"JAN"	"9"	"TOTAL"	"2018"	95	
"053004"	"JAN"	"9"	"TOTAL"	"2018"	896	
"037015"	"JAN"	"9"	"TOTAL"	"2018"	251	
"066027"	"JAN"	"9"	"TOTAL"	"2018"	6	
"087013"	"JAN"	"9"	"TOTAL"	"2018"	64	
"044011"	"JAN"	"9"	"TOTAL"	"2018"	659	
"083013"	"JAN"	"9"	"TOTAL"	"2018"	14	
"061024"	"JAN"	"9"	"TOTAL"	"2018"	41	
"057013"	"JAN"	"9"	"TOTAL"	"2018"	20	
"051008"	"JAN"	"9"	"TOTAL"	"2018"	294	
"069018"	"JAN"	"9"	"TOTAL"	"2018"	195	
"019024"	"JAN"	"9"	"TOTAL"	"2018"	55	
"055009"	"JAN"	"9"	"TOTAL"	"2018"	137	
"020015"	"JAN"	"9"	"TOTAL"	"2018"	2365	
"037016"	"JAN"	"9"	"TOTAL"	"2018"	326	
"058023"	"JAN"	"9"	"TOTAL"	"2018"	646	
"037019"	"JAN"	"9"	"TOTAL"	"2018"	1568	
"017042"	"JAN"	"9"	"TOTAL"	"2018"	919	
"061026"	"JAN"	"9"	"TOTAL"	"2018"	111	
"054008"	"JAN"	"9"	"TOTAL"	"2018"	317	
"005032"	"JAN"	"9"	"TOTAL"	"2018"	60	
"016063"	"JAN"	"9"	"TOTAL"	"2018"	198	
"065034"	"JAN"	"9"	"TOTAL"	"2018"	388	
"051010"	"JAN"	"9"	"TOTAL"	"2018"	228	
"058025"	"JAN"	"9"	"TOTAL"	"2018"	64	
"037020"	"JAN"	"9"	"TOTAL"	"2018"	1796	
"094012"	"JAN"	"9"	"TOTAL"	"2018"	11	
"055010"	"JAN"	"9"	"TOTAL"	"2018"	189	
"008015"	"JAN"	"9"	"TOTAL"	"2018"	24	
"061027"	"JAN"	"9"	"TOTAL"	"2018"	4114	
"028029"	"JAN"	"9"	"TOTAL"	"2018"	124	
"021018"	"JAN"	"9"	"TOTAL"	"2018"	123	
"009020"	"JAN"	"9"	"TOTAL"	"2018"	40	
"070013"	"JAN"	"9"	"TOTAL"	"2018"	11	
"082022"	"JAN"	"9"	"TOTAL"	"2018"	245	
"065030"	"JAN"	"9"	"TOTAL"	"2018"	49	
"099021"	"JAN"	"9"	"TOTAL"	"2018"	13	
"042010"	"JAN"	"9"	"TOTAL"	"2018"	1311	
"048010"	"JAN"	"9"	"TOTAL"	"2018"	2304	
"022046"	"JAN"	"9"	"TOTAL"	"2018"	69	
"059004"	"JAN"	"9"	"TOTAL"	"2018"	129	
"064023"	"JAN"	"9"	"TOTAL"	"2018"	70	
"062016"	"JAN"	"9"	"TOTAL"	"2018"	42	
"026012"	"JAN"	"9"	"TOTAL"	"2018"	3100	
"024028"	"JAN"	"9"	"TOTAL"	"2018"	582	
"065031"	"JAN"	"9"	"TOTAL"	"2018"	630	
"066029"	"JAN"	"9"	"TOTAL"	"2018"	51	
"082024"	"JAN"	"9"	"TOTAL"	"2018"	36	
"073003"	"JAN"	"9"	"TOTAL"	"2018"	627	
"004048"	"JAN"	"9"	"TOTAL"	"2018"	15	
"006046"	"JAN"	"9"	"TOTAL"	"2018"	34	
"035014"	"JAN"	"9"	"TOTAL"	"2018"	1028	
"003042"	"JAN"	"9"	"TOTAL"	"2018"	19	
"019025"	"JAN"	"9"	"TOTAL"	"2018"	1051	
"006048"	"JAN"	"9"	"TOTAL"	"2018"	6	
"018038"	"JAN"	"9"	"TOTAL"	"2018"	125	
"006049"	"JAN"	"9"	"TOTAL"	"2018"	155	
"006051"	"JAN"	"9"	"TOTAL"	"2018"	59	
"003043"	"JAN"	"9"	"TOTAL"	"2018"	1033	
"004049"	"JAN"	"9"	"TOTAL"	"2018"	97	
"004050"	"JAN"	"9"	"TOTAL"	"2018"	31	
"067012"	"JAN"	"9"	"TOTAL"	"2018"	32	
"016062"	"JAN"	"9"	"TOTAL"	"2018"	1663	
"004051"	"JAN"	"9"	"TOTAL"	"2018"	129	
"070014"	"JAN"	"9"	"TOTAL"	"2018"	85	
"018039"	"JAN"	"9"	"TOTAL"	"2018"	164	
"037017"	"JAN"	"9"	"TOTAL"	"2018"	621	
"061025"	"JAN"	"9"	"TOTAL"	"2018"	15	
"005028"	"JAN"	"9"	"TOTAL"	"2018"	253	
"026013"	"JAN"	"9"	"TOTAL"	"2018"	678	
"022048"	"JAN"	"9"	"TOTAL"	"2018"	24	
"022047"	"JAN"	"9"	"TOTAL"	"2018"	102	
"076022"	"JAN"	"9"	"TOTAL"	"2018"	77	
"076023"	"JAN"	"9"	"TOTAL"	"2018"	3	
"076024"	"JAN"	"9"	"TOTAL"	"2018"	8	
"083015"	"JAN"	"9"	"TOTAL"	"2018"	71	
"035015"	"JAN"	"9"	"TOTAL"	"2018"	930	
"035016"	"JAN"	"9"	"TOTAL"	"2018"	1091	
"022049"	"JAN"	"9"	"TOTAL"	"2018"	50	
"098013"	"JAN"	"9"	"TOTAL"	"2018"	101	
"005030"	"JAN"	"9"	"TOTAL"	"2018"	60	
"057014"	"JAN"	"9"	"TOTAL"	"2018"	99	
"050011"	"JAN"	"9"	"TOTAL"	"2018"	408	
"011011"	"JAN"	"9"	"TOTAL"	"2018"	475	
"001067"	"JAN"	"9"	"TOTAL"	"2018"	25	
"036007"	"JAN"	"9"	"TOTAL"	"2018"	1880	
"094010"	"JAN"	"9"	"TOTAL"	"2018"	40	
"043010"	"JAN"	"9"	"TOTAL"	"2018"	14	
"066030"	"JAN"	"9"	"TOTAL"	"2018"	16	
"094013"	"JAN"	"9"	"TOTAL"	"2018"	0	
"068009"	"JAN"	"9"	"TOTAL"	"2018"	70	
"078030"	"JAN"	"9"	"TOTAL"	"2018"	186	
"065036"	"JAN"	"9"	"TOTAL"	"2018"	64	
"020017"	"JAN"	"9"	"TOTAL"	"2018"	4885	
"004055"	"JAN"	"9"	"TOTAL"	"2018"	46	
"056018"	"JAN"	"9"	"TOTAL"	"2018"	303	
"001068"	"JAN"	"9"	"TOTAL"	"2018"	239	
"030020"	"JAN"	"9"	"TOTAL"	"2018"	141	
"008022"	"JAN"	"9"	"TOTAL"	"2018"	72	
"022061"	"JAN"	"9"	"TOTAL"	"2018"	112	
"002043"	"JAN"	"9"	"TOTAL"	"2018"	4	
"030026"	"JAN"	"9"	"TOTAL"	"2018"	884	
"016076"	"JAN"	"9"	"TOTAL"	"2018"	674	
"017055"	"JAN"	"9"	"TOTAL"	"2018"	204	
"078041"	"JAN"	"9"	"TOTAL"	"2018"	65	
"056021"	"JAN"	"9"	"TOTAL"	"2018"	2195	
"066034"	"JAN"	"9"	"TOTAL"	"2018"	69	
"070019"	"JAN"	"9"	"TOTAL"	"2018"	29	
"069023"	"JAN"	"9"	"TOTAL"	"2018"	4	
"094016"	"JAN"	"9"	"TOTAL"	"2018"	32	
"043013"	"JAN"	"9"	"TOTAL"	"2018"	4235	
"068013"	"JAN"	"9"	"TOTAL"	"2018"	72	
"058032"	"JAN"	"9"	"TOTAL"	"2018"	2737	
"066035"	"JAN"	"9"	"TOTAL"	"2018"	12	
"068014"	"JAN"	"9"	"TOTAL"	"2018"	80	
"056022"	"JAN"	"9"	"TOTAL"	"2018"	92	
"067017"	"JAN"	"9"	"TOTAL"	"2018"	343	
"040009"	"JAN"	"9"	"TOTAL"	"2018"	575	
"051016"	"JAN"	"9"	"TOTAL"	"2018"	748	
"069024"	"JAN"	"9"	"TOTAL"	"2018"	50	
"053008"	"JAN"	"9"	"TOTAL"	"2018"	568	
"066036"	"JAN"	"9"	"TOTAL"	"2018"	56	
"058033"	"JAN"	"9"	"TOTAL"	"2018"	508	
"014022"	"JAN"	"9"	"TOTAL"	"2018"	26	
"013071"	"JAN"	"9"	"TOTAL"	"2018"	34	
"093015"	"JAN"	"9"	"TOTAL"	"2018"	29	
"093016"	"JAN"	"9"	"TOTAL"	"2018"	15	
"004071"	"JAN"	"9"	"TOTAL"	"2018"	89	
"001087"	"JAN"	"9"	"TOTAL"	"2018"	38	
"022062"	"JAN"	"9"	"TOTAL"	"2018"	799	
"078042"	"JAN"	"9"	"TOTAL"	"2018"	104	
"012052"	"JAN"	"9"	"TOTAL"	"2018"	44	
"022063"	"JAN"	"9"	"TOTAL"	"2018"	97	
"016077"	"JAN"	"9"	"TOTAL"	"2018"	519	
"001088"	"JAN"	"9"	"TOTAL"	"2018"	70	
"001089"	"JAN"	"9"	"TOTAL"	"2018"	277	
"005041"	"JAN"	"9"	"TOTAL"	"2018"	28	
"017056"	"JAN"	"9"	"TOTAL"	"2018"	1372	
"005042"	"JAN"	"9"	"TOTAL"	"2018"	182	
"012053"	"JAN"	"9"	"TOTAL"	"2018"	388	
"066037"	"JAN"	"9"	"TOTAL"	"2018"	7	
"028033"	"JAN"	"9"	"TOTAL"	"2018"	423	
"018051"	"JAN"	"9"	"TOTAL"	"2018"	51	
"038005"	"JAN"	"9"	"TOTAL"	"2018"	911	
"026019"	"JAN"	"9"	"TOTAL"	"2018"	492	
"098019"	"JAN"	"9"	"TOTAL"	"2018"	1936	
"030027"	"JAN"	"9"	"TOTAL"	"2018"	1109	
"090026"	"JAN"	"9"	"TOTAL"	"2018"	31	
"096019"	"JAN"	"9"	"TOTAL"	"2018"	84	
"108020"	"JAN"	"9"	"TOTAL"	"2018"	379	
"007021"	"JAN"	"9"	"TOTAL"	"2018"	115	
"010017"	"JAN"	"9"	"TOTAL"	"2018"	354	
"024032"	"JAN"	"9"	"TOTAL"	"2018"	149	
"010018"	"JAN"	"9"	"TOTAL"	"2018"	264	
"003051"	"JAN"	"9"	"TOTAL"	"2018"	29	
"016078"	"JAN"	"9"	"TOTAL"	"2018"	28	
"060027"	"JAN"	"9"	"TOTAL"	"2018"	99	
"033016"	"JAN"	"9"	"TOTAL"	"2018"	70	
"097023"	"JAN"	"9"	"TOTAL"	"2018"	638	
"057018"	"JAN"	"9"	"TOTAL"	"2018"	36	
"066038"	"JAN"	"9"	"TOTAL"	"2018"	21	
"054014"	"JAN"	"9"	"TOTAL"	"2018"	386	
"097024"	"JAN"	"9"	"TOTAL"	"2018"	55	
"070020"	"JAN"	"9"	"TOTAL"	"2018"	9	
"057019"	"JAN"	"9"	"TOTAL"	"2018"	24	
"052012"	"JAN"	"9"	"TOTAL"	"2018"	2404	
"060029"	"JAN"	"9"	"TOTAL"	"2018"	20	
"062025"	"JAN"	"9"	"TOTAL"	"2018"	37	
"025014"	"JAN"	"9"	"TOTAL"	"2018"	5	
"026020"	"JAN"	"9"	"TOTAL"	"2018"	291	
"017057"	"JAN"	"9"	"TOTAL"	"2018"	186	
"034009"	"JAN"	"9"	"TOTAL"	"2018"	1408	
"068015"	"JAN"	"9"	"TOTAL"	"2018"	340	
"067018"	"JAN"	"9"	"TOTAL"	"2018"	83	
"069025"	"JAN"	"9"	"TOTAL"	"2018"	7	
"069026"	"JAN"	"9"	"TOTAL"	"2018"	22	
"058034"	"JAN"	"9"	"TOTAL"	"2018"	1989	
"057020"	"JAN"	"9"	"TOTAL"	"2018"	16	
"001090"	"JAN"	"9"	"TOTAL"	"2018"	2520	
"066039"	"JAN"	"9"	"TOTAL"	"2018"	43	
"060028"	"JAN"	"9"	"TOTAL"	"2018"	37	
"075021"	"JAN"	"9"	"TOTAL"	"2018"	64	
"066040"	"JAN"	"9"	"TOTAL"	"2018"	24	
"001091"	"JAN"	"9"	"TOTAL"	"2018"	81	
"001092"	"JAN"	"9"	"TOTAL"	"2018"	42	
"049008"	"JAN"	"9"	"TOTAL"	"2018"	850	
"082032"	"JAN"	"9"	"TOTAL"	"2018"	115	
"070021"	"JAN"	"9"	"TOTAL"	"2018"	30	
"057021"	"JAN"	"9"	"TOTAL"	"2018"	76	
"094017"	"JAN"	"9"	"TOTAL"	"2018"	32	
"044014"	"JAN"	"9"	"TOTAL"	"2018"	244	
"057022"	"JAN"	"9"	"TOTAL"	"2018"	40	
"065043"	"JAN"	"9"	"TOTAL"	"2018"	68	
"017058"	"JAN"	"9"	"TOTAL"	"2018"	107	
"002045"	"JAN"	"9"	"TOTAL"	"2018"	1	
"030028"	"JAN"	"9"	"TOTAL"	"2018"	84	
"043014"	"JAN"	"9"	"TOTAL"	"2018"	80	
"077006"	"JAN"	"9"	"TOTAL"	"2018"	38	
"023027"	"JAN"	"9"	"TOTAL"	"2018"	919	
"017059"	"JAN"	"9"	"TOTAL"	"2018"	915	
"016079"	"JAN"	"9"	"TOTAL"	"2018"	1281	
"015081"	"JAN"	"9"	"TOTAL"	"2018"	8110	
"023028"	"JAN"	"9"	"TOTAL"	"2018"	1084	
"058035"	"JAN"	"9"	"TOTAL"	"2018"	504	
"067019"	"JAN"	"9"	"TOTAL"	"2018"	355	
"013074"	"JAN"	"9"	"TOTAL"	"2018"	78	
"014023"	"JAN"	"9"	"TOTAL"	"2018"	124	
"034010"	"JAN"	"9"	"TOTAL"	"2018"	1568	
"078043"	"JAN"	"9"	"TOTAL"	"2018"	24	
"015082"	"JAN"	"9"	"TOTAL"	"2018"	180	
"016080"	"JAN"	"9"	"TOTAL"	"2018"	69	
"012054"	"JAN"	"9"	"TOTAL"	"2018"	76	
"038006"	"JAN"	"9"	"TOTAL"	"2018"	1227	
"045005"	"JAN"	"9"	"TOTAL"	"2018"	70	
"022228"	"JAN"	"9"	"TOTAL"	"2018"	369	
"098020"	"JAN"	"9"	"TOTAL"	"2018"	190	
"030029"	"JAN"	"9"	"TOTAL"	"2018"	21	
"025015"	"JAN"	"9"	"TOTAL"	"2018"	58	
"012055"	"JAN"	"9"	"TOTAL"	"2018"	305	
"017060"	"JAN"	"9"	"TOTAL"	"2018"	503	
"003052"	"JAN"	"9"	"TOTAL"	"2018"	84	
"088003"	"JAN"	"9"	"TOTAL"	"2018"	2810	
"084016"	"JAN"	"9"	"TOTAL"	"2018"	50	
"063029"	"JAN"	"9"	"TOTAL"	"2018"	54	
"020020"	"JAN"	"9"	"TOTAL"	"2018"	84	
"022064"	"JAN"	"9"	"TOTAL"	"2018"	90	
"034011"	"JAN"	"9"	"TOTAL"	"2018"	72	
"016081"	"JAN"	"9"	"TOTAL"	"2018"	342	
"044015"	"JAN"	"9"	"TOTAL"	"2018"	262	
"027010"	"JAN"	"9"	"TOTAL"	"2018"	204	
"094018"	"JAN"	"9"	"TOTAL"	"2018"	2	
"065044"	"JAN"	"9"	"TOTAL"	"2018"	17	
"061031"	"JAN"	"9"	"TOTAL"	"2018"	36	
"023029"	"JAN"	"9"	"TOTAL"	"2018"	116	
"057023"	"JAN"	"9"	"TOTAL"	"2018"	14	
"017061"	"JAN"	"9"	"TOTAL"	"2018"	1224	
"024033"	"JAN"	"9"	"TOTAL"	"2018"	59	
"027011"	"JAN"	"9"	"TOTAL"	"2018"	493	
"036010"	"JAN"	"9"	"TOTAL"	"2018"	1194	
"108021"	"JAN"	"9"	"TOTAL"	"2018"	1358	
"080029"	"JAN"	"9"	"TOTAL"	"2018"	431	
"001093"	"JAN"	"9"	"TOTAL"	"2018"	218	
"083018"	"JAN"	"9"	"TOTAL"	"2018"	11	
"026021"	"JAN"	"9"	"TOTAL"	"2018"	5443	
"018052"	"JAN"	"9"	"TOTAL"	"2018"	83	
"057024"	"JAN"	"9"	"TOTAL"	"2018"	32	
"079033"	"JAN"	"9"	"TOTAL"	"2018"	64	
"006060"	"JAN"	"9"	"TOTAL"	"2018"	10	
"039008"	"JAN"	"9"	"TOTAL"	"2018"	1582	
"028034"	"JAN"	"9"	"TOTAL"	"2018"	902	
"082033"	"JAN"	"9"	"TOTAL"	"2018"	26	
"057025"	"JAN"	"9"	"TOTAL"	"2018"	348	
"064029"	"JAN"	"9"	"TOTAL"	"2018"	154	
"067020"	"JAN"	"9"	"TOTAL"	"2018"	297	
"065045"	"JAN"	"9"	"TOTAL"	"2018"	47	
"065046"	"JAN"	"9"	"TOTAL"	"2018"	131	
"072019"	"JAN"	"9"	"TOTAL"	"2018"	1054	
"064030"	"JAN"	"9"	"TOTAL"	"2018"	65	
"006061"	"JAN"	"9"	"TOTAL"	"2018"	20	
"075022"	"JAN"	"9"	"TOTAL"	"2018"	753	
"018053"	"JAN"	"9"	"TOTAL"	"2018"	148	
"038007"	"JAN"	"9"	"TOTAL"	"2018"	850	
"018054"	"JAN"	"9"	"TOTAL"	"2018"	50	
"072020"	"JAN"	"9"	"TOTAL"	"2018"	1408	
"065047"	"JAN"	"9"	"TOTAL"	"2018"	22	
"015085"	"JAN"	"9"	"TOTAL"	"2018"	1497	
"029017"	"JAN"	"9"	"TOTAL"	"2018"	163	
"056023"	"JAN"	"9"	"TOTAL"	"2018"	511	
"054015"	"JAN"	"9"	"TOTAL"	"2018"	2077	
"093017"	"JAN"	"9"	"TOTAL"	"2018"	1056	
"026022"	"JAN"	"9"	"TOTAL"	"2018"	538	
"093018"	"JAN"	"9"	"TOTAL"	"2018"	160	
"046011"	"JAN"	"9"	"TOTAL"	"2018"	381	
"010019"	"JAN"	"9"	"TOTAL"	"2018"	5	
"060030"	"JAN"	"9"	"TOTAL"	"2018"	47	
"066041"	"JAN"	"9"	"TOTAL"	"2018"	71	
"059006"	"JAN"	"9"	"TOTAL"	"2018"	1202	
"099003"	"JAN"	"9"	"TOTAL"	"2018"	713	
"078044"	"JAN"	"9"	"TOTAL"	"2018"	2971	
"075023"	"JAN"	"9"	"TOTAL"	"2018"	155	
"042015"	"JAN"	"9"	"TOTAL"	"2018"	284	
"001094"	"JAN"	"9"	"TOTAL"	"2018"	207	
"082034"	"JAN"	"9"	"TOTAL"	"2018"	220	
"065048"	"JAN"	"9"	"TOTAL"	"2018"	48	
"076029"	"JAN"	"9"	"TOTAL"	"2018"	126	
"015086"	"JAN"	"9"	"TOTAL"	"2018"	1905	
"031002"	"JAN"	"9"	"TOTAL"	"2018"	422	
"016082"	"JAN"	"9"	"TOTAL"	"2018"	88	
"016249"	"JAN"	"9"	"TOTAL"	"2018"	5	
"015087"	"JAN"	"9"	"TOTAL"	"2018"	1474	
"108053"	"JAN"	"9"	"TOTAL"	"2018"	972	
"021023"	"JAN"	"9"	"TOTAL"	"2018"	172	
"024034"	"JAN"	"9"	"TOTAL"	"2018"	963	
"098021"	"JAN"	"9"	"TOTAL"	"2018"	261	
"004072"	"JAN"	"9"	"TOTAL"	"2018"	188	
"034012"	"JAN"	"9"	"TOTAL"	"2018"	86	
"030030"	"JAN"	"9"	"TOTAL"	"2018"	146	
"098022"	"JAN"	"9"	"TOTAL"	"2018"	95	
"098023"	"JAN"	"9"	"TOTAL"	"2018"	12	
"026023"	"JAN"	"9"	"TOTAL"	"2018"	897	
"035020"	"JAN"	"9"	"TOTAL"	"2018"	2822	
"108022"	"JAN"	"9"	"TOTAL"	"2018"	183	
"028035"	"JAN"	"9"	"TOTAL"	"2018"	306	
"013077"	"JAN"	"9"	"TOTAL"	"2018"	29	
"043015"	"JAN"	"9"	"TOTAL"	"2018"	1522	
"067021"	"JAN"	"9"	"TOTAL"	"2018"	540	
"075024"	"JAN"	"9"	"TOTAL"	"2018"	87	
"015093"	"JAN"	"9"	"TOTAL"	"2018"	5355	
"005044"	"JAN"	"9"	"TOTAL"	"2018"	40	
"021024"	"JAN"	"9"	"TOTAL"	"2018"	123	
"079034"	"JAN"	"9"	"TOTAL"	"2018"	95	
"005045"	"JAN"	"9"	"TOTAL"	"2018"	14	
"005046"	"JAN"	"9"	"TOTAL"	"2018"	35	
"005047"	"JAN"	"9"	"TOTAL"	"2018"	64	
"033017"	"JAN"	"9"	"TOTAL"	"2018"	42	
"019032"	"JAN"	"9"	"TOTAL"	"2018"	217	
"019033"	"JAN"	"9"	"TOTAL"	"2018"	120	
"017062"	"JAN"	"9"	"TOTAL"	"2018"	540	
"098024"	"JAN"	"9"	"TOTAL"	"2018"	201	
"033018"	"JAN"	"9"	"TOTAL"	"2018"	785	
"004073"	"JAN"	"9"	"TOTAL"	"2018"	290	
"017063"	"JAN"	"9"	"TOTAL"	"2018"	80	
"097025"	"JAN"	"9"	"TOTAL"	"2018"	36	
"016083"	"JAN"	"9"	"TOTAL"	"2018"	233	
"005048"	"JAN"	"9"	"TOTAL"	"2018"	65	
"025016"	"JAN"	"9"	"TOTAL"	"2018"	246	
"021025"	"JAN"	"9"	"TOTAL"	"2018"	48	
"067022"	"JAN"	"9"	"TOTAL"	"2018"	30	
"051017"	"JAN"	"9"	"TOTAL"	"2018"	2224	
"068016"	"JAN"	"9"	"TOTAL"	"2018"	12	
"021026"	"JAN"	"9"	"TOTAL"	"2018"	38	
"018057"	"JAN"	"9"	"TOTAL"	"2018"	63	
"017064"	"JAN"	"9"	"TOTAL"	"2018"	72	
"030031"	"JAN"	"9"	"TOTAL"	"2018"	162	
"008023"	"JAN"	"9"	"TOTAL"	"2018"	9	
"014024"	"JAN"	"9"	"TOTAL"	"2018"	409	
"080030"	"JAN"	"9"	"TOTAL"	"2018"	54	
"004074"	"JAN"	"9"	"TOTAL"	"2018"	134	
"001095"	"JAN"	"9"	"TOTAL"	"2018"	45	
"096020"	"JAN"	"9"	"TOTAL"	"2018"	910	
"009026"	"JAN"	"9"	"TOTAL"	"2018"	37	
"044016"	"JAN"	"9"	"TOTAL"	"2018"	52	
"103023"	"JAN"	"9"	"TOTAL"	"2018"	26	
"090027"	"JAN"	"9"	"TOTAL"	"2018"	45	
"005049"	"JAN"	"9"	"TOTAL"	"2018"	61	
"018058"	"JAN"	"9"	"TOTAL"	"2018"	50	
"016084"	"JAN"	"9"	"TOTAL"	"2018"	376	
"029018"	"JAN"	"9"	"TOTAL"	"2018"	121	
"097026"	"JAN"	"9"	"TOTAL"	"2018"	380	
"016247"	"JAN"	"9"	"TOTAL"	"2018"	32	
"016085"	"JAN"	"9"	"TOTAL"	"2018"	5	
"006062"	"JAN"	"9"	"TOTAL"	"2018"	31	
"016086"	"JAN"	"9"	"TOTAL"	"2018"	1150	
"024035"	"JAN"	"9"	"TOTAL"	"2018"	472	
"054016"	"JAN"	"9"	"TOTAL"	"2018"	79	
"002047"	"JAN"	"9"	"TOTAL"	"2018"	34	
"008024"	"JAN"	"9"	"TOTAL"	"2018"	88	
"023030"	"JAN"	"9"	"TOTAL"	"2018"	243	
"005050"	"JAN"	"9"	"TOTAL"	"2018"	512	
"004075"	"JAN"	"9"	"TOTAL"	"2018"	530	
"039009"	"JAN"	"9"	"TOTAL"	"2018"	619	
"101009"	"JAN"	"9"	"TOTAL"	"2018"	297	
"057026"	"JAN"	"9"	"TOTAL"	"2018"	35	
"007022"	"JAN"	"9"	"TOTAL"	"2018"	181	
"016087"	"JAN"	"9"	"TOTAL"	"2018"	715	
"018059"	"JAN"	"9"	"TOTAL"	"2018"	33	
"077007"	"JAN"	"9"	"TOTAL"	"2018"	34	
"097027"	"JAN"	"9"	"TOTAL"	"2018"	7	
"002048"	"JAN"	"9"	"TOTAL"	"2018"	3	
"004076"	"JAN"	"9"	"TOTAL"	"2018"	50	
"103024"	"JAN"	"9"	"TOTAL"	"2018"	56	
"024036"	"JAN"	"9"	"TOTAL"	"2018"	1253	
"069027"	"JAN"	"9"	"TOTAL"	"2018"	104	
"016088"	"JAN"	"9"	"TOTAL"	"2018"	650	
"019034"	"JAN"	"9"	"TOTAL"	"2018"	73	
"019035"	"JAN"	"9"	"TOTAL"	"2018"	3839	
"097028"	"JAN"	"9"	"TOTAL"	"2018"	127	
"012056"	"JAN"	"9"	"TOTAL"	"2018"	50	
"097029"	"JAN"	"9"	"TOTAL"	"2018"	80	
"013083"	"JAN"	"9"	"TOTAL"	"2018"	18	
"006063"	"JAN"	"9"	"TOTAL"	"2018"	68	
"019037"	"JAN"	"9"	"TOTAL"	"2018"	75	
"002049"	"JAN"	"9"	"TOTAL"	"2018"	622	
"024037"	"JAN"	"9"	"TOTAL"	"2018"	144	
"026024"	"JAN"	"9"	"TOTAL"	"2018"	600	
"098025"	"JAN"	"9"	"TOTAL"	"2018"	327	
"029019"	"JAN"	"9"	"TOTAL"	"2018"	152	
"003055"	"JAN"	"9"	"TOTAL"	"2018"	86	
"096021"	"JAN"	"9"	"TOTAL"	"2018"	99	
"037024"	"JAN"	"9"	"TOTAL"	"2018"	2026	
"103025"	"JAN"	"9"	"TOTAL"	"2018"	114	
"063030"	"JAN"	"9"	"TOTAL"	"2018"	118	
"073004"	"JAN"	"9"	"TOTAL"	"2018"	160	
"004077"	"JAN"	"9"	"TOTAL"	"2018"	1	
"010020"	"JAN"	"9"	"TOTAL"	"2018"	16	
"026025"	"JAN"	"9"	"TOTAL"	"2018"	633	
"103026"	"JAN"	"9"	"TOTAL"	"2018"	27	
"067023"	"JAN"	"9"	"TOTAL"	"2018"	75	
"078046"	"JAN"	"9"	"TOTAL"	"2018"	33	
"079036"	"JAN"	"9"	"TOTAL"	"2018"	307	
"078047"	"JAN"	"9"	"TOTAL"	"2018"	1002	
"012057"	"JAN"	"9"	"TOTAL"	"2018"	30	
"019038"	"JAN"	"9"	"TOTAL"	"2018"	80	
"002052"	"JAN"	"9"	"TOTAL"	"2018"	26	
"022068"	"JAN"	"9"	"TOTAL"	"2018"	80	
"101011"	"JAN"	"9"	"TOTAL"	"2018"	174	
"012058"	"JAN"	"9"	"TOTAL"	"2018"	162	
"006064"	"JAN"	"9"	"TOTAL"	"2018"	15	
"065049"	"JAN"	"9"	"TOTAL"	"2018"	16	
"013084"	"JAN"	"9"	"TOTAL"	"2018"	144	
"001096"	"JAN"	"9"	"TOTAL"	"2018"	102	
"015096"	"JAN"	"9"	"TOTAL"	"2018"	788	
"012059"	"JAN"	"9"	"TOTAL"	"2018"	207	
"095019"	"JAN"	"9"	"TOTAL"	"2018"	85	
"068017"	"JAN"	"9"	"TOTAL"	"2018"	66	
"001097"	"JAN"	"9"	"TOTAL"	"2018"	370	
"019039"	"JAN"	"9"	"TOTAL"	"2018"	47	
"012060"	"JAN"	"9"	"TOTAL"	"2018"	267	
"005051"	"JAN"	"9"	"TOTAL"	"2018"	74	
"001098"	"JAN"	"9"	"TOTAL"	"2018"	1084	
"069028"	"JAN"	"9"	"TOTAL"	"2018"	281	
"044017"	"JAN"	"9"	"TOTAL"	"2018"	438	
"042016"	"JAN"	"9"	"TOTAL"	"2018"	352	
"018060"	"JAN"	"9"	"TOTAL"	"2018"	304	
"095077"	"JAN"	"9"	"TOTAL"	"2018"	3	
"003058"	"JAN"	"9"	"TOTAL"	"2018"	120	
"012061"	"JAN"	"9"	"TOTAL"	"2018"	8	
"079039"	"JAN"	"9"	"TOTAL"	"2018"	413	
"096023"	"JAN"	"9"	"TOTAL"	"2018"	17	
"016089"	"JAN"	"9"	"TOTAL"	"2018"	574	
"021027"	"JAN"	"9"	"TOTAL"	"2018"	88	
"075025"	"JAN"	"9"	"TOTAL"	"2018"	105	
"103027"	"JAN"	"9"	"TOTAL"	"2018"	6	
